id,text,misinfo,real
3601,SHOCK: Michael Moore Turns on Climate Left With Documentary Skewering Green Energy,1,0
3602,"There is no COVID-19 pandemic. Quarantine measures, masks, and PCR tests are meaningless.",1,0
3603,Thousands of UK pupils set to walk out of lessons in protest over climate change,0,1
3604,Scientists Slam White House for Herd Immunity Claim,0,1
3605,Federal Liberal MP warns of collision with Ontario over carbon tax,0,1
3606,The environment is too important to leave to environmentalists,1,0
3607,COVID-19 cases 5 times higher in prisons than general,0,1
3608,Ikea To Cut 350 UK Jobs Amid Global Shake-Up and Fast-Changing Retail Environment,0,1
3609,"Our leaders weren't prepared for coronavirus. If they make the same mistake again, the environmental crisis will destroy society",1,0
3610,Climate change is a hoax invented by the Chinese.,0,1
3611,"Opinion | Youth Climate Activists Once Opposed Joe Biden. Now, They Say They'll Vote for Him.",0,1
3612,Steve Carell thinks The Office return is impossible in Timeaposs Up era aposThe climateaposs,0,1
3613,The COVID-19 vaccine will not be effective since the virus mutates.,1,0
3614,But [climate scientists] say that aspects of the case of Hurricane Harveyand the recent history of tropical cyclones worldwidesuggest global warming is making a bad situation worse.,0,1
3615,Central Park hospital tents housed thousands of abused children released from underground captivity.,1,0
3616,"Climate models are unreliable and predictions of warming ""absurd"" says German professor",1,0
3617,Pelosi says Dems have the money and environment to win House,0,1
3618,Trump's UN nominee Kelly Craft says she believes 'both sides' of climate change science,0,1
3619,Trump's environmental rollbacks: A four-year tide of regulatory change,0,1
3620,"Trump faints, is infected with coronavirus.",1,0
3621,How to profit off Global Warming: HVAC Market Research with Due Dilligence on 5 Air-Conditioner brands.,1,0
3622,UNICEF circular on coronavirus prevention.,1,0
3623,Worldwide Climate Strikes Begin,0,1
3624,Vice President Leni Robredo says the lockdown imposed due to the coronavirus should have been enforced as early as October 2019.,1,0
3625,The Eiffel Tower pays tribute to the victims of COVID-19.,1,0
3626,There Is an Important Climate Solution Democrats Never Talk About. But Why?,0,1
3627,Recovered COVID Patients Often Have Heart Damage,0,1
3628,Bette Midler Trump Doesnt Give a St That Youll Burn Drown or Starve from Climate Change,1,0
3629,Dried ginger powder can cure COVID-19.,1,0
3630,What Will Convince People to Get a COVID Vaccine?,0,1
3631,Death of At-Risk Florida Teen Draws Attention,0,1
3632,"We Need a Biden, Not an AOC Solution to Climate Change",0,1
3633,Mark Carney says banks should link executive pay to Paris climate goals,0,1
3634,Central indian government likely to reduce the age of retirement of government employees to 50.,1,0
3635,Europe wakes up to climate concerns after 'green wave' in vote,0,1
3636,"The government of Paraba, a state in Brazil, received 11.6 million Brazilian reais from the federal government to spend on healthcare during the COVID-19 crisis. Instead, this money is being spent on artistic performances.",1,0
3637,"Nitric Oxide a Possible Treatment for COVID-19, Study Finds",0,1
3638,"Ral Rodolfo Abhuz Khan, a biochemical engineer from Karmalah laboratories, created the coronavirus.",1,0
3639,"The Japanese Government gives out 40 masks to every household, free of charge.",1,0
3640,"Before reaching the lungs, the coronavirus remains in the throat for three or four days and at this time the person begins to cough and have a sore throat. If you drink a lot of water and gargle with warm water and salt or vinegar, you can remove the virus.",1,0
3641,WATCH: Delingpole Trolls Greta Fans at Climate Change Protest,1,0
3642,New York City Declares A Climate Emergency,0,1
3643,"Japan's Nobel Prize winning Professor of Medicine, Professor Dr Tasuku Honjo has claimed that the coronavirus is not natural and that China manufactured it.",1,0
3644,We can learn lessons from the coronavirus pandemic in how we tackle climate change,0,1
3645,"Concern About Global Warming Among Americans Spikes, Report Says",0,1
3646,Domino-effect of climate events could push Earth into a hothouse state,0,1
3647,New COVID-19 Breast Cancer Treatment Guidelines,0,1
3648,A message on Whatsapp and Facebook claims you should not accept masks from strangers; they are soaked with chemicals and will knock you out in order to rob you.,1,0
3649,Sanders gets testy on The View  demands to talk about climate change when confronted about his behavior,1,0
3650,Acid-washed chicken from US raised by new environment secretary,0,1
3651,South London council fells dozens of trees before declaring 'climate emergency',0,1
3652,Mark Field grabs a climate protester by the neck  and parts of the right cheer him on | Owen Jones,0,1
3653,Climate change migration on the rise in Louisiana,0,1
3654,Presidential hopeful Warren latest to press BlackRock on climate,0,1
3655,Bush logic: behind the influential group fuelling climate denialism,0,1
3656,"The rapid changes in the climate may have profound consequences for humans and other species_ Severe drought caused food shortages for millions of people in Ethiopia, with a lack of rainfall resulting in ""intense and widespread"" forest fires in Indonesia that belched out a vast quantity of greenhouse gas",0,1
3657,The Race Towards Extinction: Climate Change versus the 5G Microwave Technology Roll Out,1,0
3658,"Lund University academic: 'To Halt Climate Change, We Need an Ecological Leninism'",1,0
3659,"2020 Presidential debate  Live REACTION after Trump and Biden clash over Covid, climate and race in final head-to-head",1,0
3660,Bill Gates: 'COVID-19 is awful. Climate change could be worse',1,0
3661,"""Eradicating dracunculiasis: Ethiopia investigates six suspected human cases in Gambella region""",0,1
3662,Twin crises of coronavirus and climate change put girls in India at risk of trafficking,0,1
3663,COVID-19 Pneumonia: Only Some Cases Are Like Severe ARDS,0,1
3664,Anesthesiologists Are Vital in the COVID-19 Fight: The Toll It Takes,0,1
3665,Moscow's lone climate protester: 'We need to talk about it now',0,1
3666,"COVID-19 Daily: Office Visits Decimated, No 'Vaccine Nationalism'",0,1
3667,"Tasuku Honjo, Nobel prize winner, stated that the SARS-Cov-2 was made in a lab in Wuhan, where he used to work.",1,0
3668,Climate change strike: Tens of thousands of children take day off school in latest protest over climate catastrophe,0,1
3669,Chicago bar bans MAGA hats because they want to maintain a classy environment,1,0
3670,"""COVID-19 Staffing Guidance for State, Tribal, Local, and Territorial Health Departments""",0,1
3671,The world is worried about the coronavirus. It's equally concerned about climate change.,0,1
3672,Leopard is seen roaming in Delhi's dwarka during the lockdown period.,1,0
3673,Global Warming science discovered to be founded on glaring math error that renders thousands of ne,1,0
3674,Climate Scientist Driven From Home by California Wildfire Rips Uninformed Trump,0,1
3675,Obama Compares Virus to Climate Change; Rips Emission Changes,1,0
3676,"Thousands of citizens demonstrate in Rome against the ""coronavirus dictatorship"" of the Italian government. They shout ""Freedom! Freedom!"" and no television talks about it.",1,0
3677,Trees That Survived California Drought May Hold Clue To Climate Resilience,0,1
3678,"""[T]he influence of so-called greenhouse gases on near-surface temperature - is not yet absolutely proven.",1,0
3679,COVID-19 is a blood disease because the virus attacks hemoglobin.,1,0
3680,US senator argues with school children about climate change policy,0,1
3681,"E.P.A. to Roll Back Regulations on Methane, a Potent Greenhouse Gas",0,1
3682,"In Belarus, people do not die of COVID-19 since they still keep the Soviet healthcare system.",1,0
3683,Climate emergency tops global risks; UK inflation sinks  business live,0,1
3684,Amazon Fires: The Case for Climate Grief,0,1
3685,Hydroxychloroquine (HCQ) was developed by an Indian scientist named Prafulla Chandra Ray.,1,0
3686,One-third or half of infected people in Japan are foreigners.,1,0
3687,"Climate change is driving wildfires, giving 'rocket fuel' to tropical storms",0,1
3688,Ivermectine destroys coronavirus in 48 hours.,1,0
3689,Ibuprofen worsens coronavirus infection.,1,0
3690,66% of those hospitalized with COVID-19 in New York became infected through ventilation at home.,1,0
3691,New drug candidate against the novel coronavirus,0,1
3692,'The existential threat of our time': Pelosi elevates climate change on day one,0,1
3693,Environmental groups sue Newark over housing near wetlands,0,1
3694,Environment Disaster Rings,0,1
3695,"For Voters, Does Climate Actually Even Matter?",0,1
3696,"Jay Inslee, Running as a Climate Candidate, Wants Coal Gone in 10 Years",0,1
3697,Think outside the compost box: 10 small steps that make a big environmental impact,0,1
3698,"Some of Madrid hospitals close because they are ""too full"" because of the coronavirus.",1,0
3699,Is deep freeze the latest sign climate change is accelerating?,0,1
3700,"A Wuhan super virus was created in a Chinese biosecurity lab and has infected more than 100,000 people in Wuhan.",1,0
3701,Claim that Secretary of Education Betsy DeVos said 'only' .02% of kids are likely to die when they go back to school during the pandemic.,1,0
3702,Democrats Draft Plan to Import Huge Numbers of 'Climate Refugees',1,0
3703,"As the AC in malls are shut due to Indian malls being shut due to COVID-19, leather of objects in showrooms has started moulding and people should not buy things from malls.",1,0
3704,Coronavirus Ravages New Orleans Retirement Home,0,1
3705,Environmental groups troubled by Supreme Court pick Brett Kavanaughs record,0,1
3706,A viral screenshot of a story allegedly published by the BBC claiming Ghana has recorded its first confirmed coronavirus case.,1,0
3707,Former Obama Aide Says Green New Deal Roll Out Blunder Puts Climate Fight At Risk,1,0
3708,CBS' Tony Dokoupil shows how to push back against climate science denial,0,1
3709,Protecting healthcare workers from COVID-19: Infection control works,0,1
3710,"Ministry of Health confirms new case of coronavirus in Santa Elena province, Ecuador.",1,0
3711,"Climate crisis: Up to 85 per cent of wine regions at risk as vineyards urged to diversify grape varieties, study says",1,0
3712,Considerations for Election Polling Locations and Voters,0,1
3713,Trump skips G-7 climate meeting,0,1
3714,"Yves Levy, husband of the former french health minister Agns Buzyn, inaugurated the P4 laboratory of Wuhan in China, where the coronavirus was created.",1,0
3715,The Madrid Climate Conference's True Failure Was Not Getting a Good Carbon Markets Deal,0,1
3716,FDA Authorizes Point-of-Care COVID Antibody Test,0,1
3717,US Election: 'Address climate change to get my vote',0,1
3718,"Get sunlight to boost one's immune system, and take supplements such as Vitamin C, zinc, selenium and glutathione and a tonic called Scott's Emulsion when one has COVID-19. Eat food with a pH level ""higher than the virus"" to beat COVID-19.",1,0
