id,text,negative,neutral,positive
1604,@AmericanAir is that something the crew on the current leg can request of the gate team on the next leg?,1,0,0
1605,@united there's no reason it should take 7-10 days to respond.,1,0,0
1606,@SouthwestAir @MegElizabeth631 how you like the #redcarpet treatment,0,1,0
1607,@united bad customer service  to NYC a few weeks ago. Thinking of moving on,1,0,0
1608,@USAirways OK she is worried that something is wrong with the flight - #1870 - and should she consider flying earlier,0,1,0
1609,@southwestair I have a roundtrip ticket now and I need to change one leg of the trip (to a nearby airport) - not possible via website?,0,1,0
1610,@SouthwestAir last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.,0,0,1
1611,@united good fly!! #United #businessFirst,0,0,1
1612,.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,1,0,0
1613,@VirginAmerica Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,1,0,0
1614,@SouthwestAir did you Cancelled Flight ALL flights into BNA today??? #needtogethome,1,0,0
1615,@AmericanAir flight BA1551 departing tomorrow (wednesday) - not Cancelled Flightled but how can anyone make it to the airport in this weather?,0,1,0
1616,"@USAirways thanks to the gate agent in State College, PA that was able to get me on an earlier flight AND figure out an earlier connection!",0,0,1
1617,@AmericanAir westjet and your rep won't do anything about my lost luggage- which I never even checked with westjet because it was lost in,1,0,0
1618,@USAirways thanks for crappy hotel with no food and a taxi bill followed by being on standby for your Cancelled Flightlation. #USAirways,1,0,0
1619,@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight,1,0,0
1620,@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!,1,0,0
1621,@SouthwestAir All I requested was a refund of my Reward Points that I used to purchase the flight and he refused.,1,0,0
1622,@SouthwestAir can i have my bags back   ding!!,1,0,0
1623,@USAirways an already pleasant flight from London to Charlotte (US733) was made fantastic by an amazing attendant. Thank you so much Robert!,0,0,1
1624,@SouthwestAir I was told by customer service that only customer relations can extend the expiration date of my unused travel funds.,1,0,0
1625,@united @dmb41shows I need this plane to get to buffalo so I can leave tonight. Any progress?,1,0,0
1626,@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p.,0,1,0
1627,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!,1,0,0
1628,@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa,1,0,0
1629,@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.,0,0,1
1630,@SouthwestAir #DestinationDragons @Imaginedragons I'm a HUGE FAN! I would love tix to your show!,0,0,1
1631,@USAirways will I get the full amount credited to my account for US Airways credit?,0,1,0
1632,"@JetBlue - Fix your @#$&amp; jet bridges.  40 minute delay, 2nd gate...still waiting!  #jetblues http://t.co/ncB2oNcS9i",1,0,0
1633,"@AmericanAir The website won't let me view my reservation due to ""changes made outside http://t.co/nwF2FkA8fY"". I'm on hold now to get help.",1,0,0
1634,@SouthwestAir what robot is running this account. The same one that doesn't remember anything they ask. Same conversation over and over.,1,0,0
1635,@united OMG!!! you just bumped me off the last flight. Can this get any worse.,1,0,0
1636,@SouthwestAir BETSY is the BESTY! Gettin' stuck at #LAS might not be bad for most..but I want home! #homewardbound #betsy #besty #thankyou,1,0,0
1637,@SouthwestAir @PaytonTaylor129 I love Southwest and Payton Taylor!,0,0,1
1638,@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,1,0,0
1639,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir,1,0,0
1640,@AmericanAir - cruel &amp; unusual to Cancelled Flight flight w/o notice &amp; make someone stay on hold for 30min &amp; listen to the same ad in a loop,1,0,0
1641,"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry.",1,0,0
1642,@USAirways we got 1 drink then F/A sat in jump seat doing crosswords. Glasses picked up at landing. Just a very lazy service 4 First class.,1,0,0
1643,@AmericanAir Let's all have a extraordinary week and make it a year to remember #GoingForGreat 2015 thanks so much American Airlines!!!,0,0,1
1644,@AmericanAir *does = doesn't,1,0,0
1645,@united at this point I made it home on my own.,1,0,0
1646,@USAirways we did. It added about seven hours to our day... So far... Want to take odds on our bags being on the carousel in KC? #notcool,1,0,0
1647,@united 4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.,0,1,0
1648,@SouthwestAir got it squared away. Thank you. I had a man on the inside help me out!,0,0,1
1649,"@AmericanAir I paid extra $ for my seat &amp; the monitor didn't work from on AA111. How about a refund on the seat? Conf #: MDBEEI, McMullen",1,0,0
1650,@AmericanAir You have the worst customer service of any airlines I've ever encountered. Flat out awful,1,0,0
1651,@SouthwestAir - STL-BOS flight today was Cancelled Flightled. Online resched form gives an error. On hold for past 90 min. HELP! #terribleservice,1,0,0
1652,"@SouthwestAir Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!",1,0,0
1653,"@SouthwestAir I keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! SOS",1,0,0
1654,@USAirways Plus a US Airways - you need to do something about this! I left Philly to thaw out!!!! http://t.co/pKy7ZhnNRH,1,0,0
1655,@AmericanAir I'm willing to hold for an agent. you aren't being helpful you keep hanging up on me #americanairsucks #hiremorepoeple,1,0,0
1656,"@AmericanAir @British_Airways 2 weeks ago today i arrived in miami and I still don't have my bag, absolute disgrace!",1,0,0
1657,@united round trip*,0,1,0
1658,"@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today.",0,1,0
1659,@USAirways 502 M-phx Im still on The plane waiting And waiting,1,0,0
1660,"@AmericanAir I have emailed several times.hand wrote a letter,went to airport,called.please fix this! Or @abc7newsBayArea please help!",1,0,0
1661,@USAirways - 53 minutes on hold for a reservation?,1,0,0
1662,@USAirways what is your policy around bringing a breast pump on board?,0,1,0
1663,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy,0,0,1
1664,"@AmericanAir i hope it takes you 6 hours to get home when it should take 20. my flight was Cancelled Flightled because they ""couldn't staff the plane""",1,0,0
1665,@JetBlue thanks great recap. I wouldn't have been able to sleep!  I was nervous the bad guy was getting away. 😉,0,0,1
1666,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,1,0,0
1667,"&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection, Dani. Please DM us your conf # so we can help you. Thanks!",1,0,0
1668,@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. 😒👺 we have schedules too,1,0,0
1669,@USAirways how does an airline misplace an airline attendant?!! been at Reagan airport since 1pm10:15 to Cincy is delayed trying to find her,1,0,0
1670,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3),1,0,0
1671,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo,1,0,0
1672,@JetBlue haha thanks Jetblue👌☺️,0,0,1
1673,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,1,0,0
1674,@AmericanAir it's flight 5348,0,1,0
1675,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",1,0,0
1676,@JetBlue That's why I love JetBlue! #truebluemember4life,0,0,1
1677,"@AmericanAir flt 703, sorry scheduled at 545, phl-mia, a totally chaotic, poorly addressed event.  Sent to three gates in the night",1,0,0
1678,"@united hey, I missed my outbound flight - can I still use my return ticket?",0,1,0
1679,@AmericanAir Toby hates you lol,1,0,0
1680,@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,1,0,0
1681,@AmericanAir i need someone to help me out,0,1,0
1682,@AmericanAir I'm frustrated by all of the @USAirways attitude toward #ExecPlat members. #thenewamerican,1,0,0
1683,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,0,0,1
1684,@united on flight 1665 but it's not departing! Website says delayed due to operational difficulties-what does that mean?,1,0,0
1685,@SouthwestAir will do. Thank you.,0,1,0
1686,"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG",0,1,0
1687,@SouthwestAir Since when did it become ok for a passenger to save 3 rows of seats for people with a Late Flightr boarding position?how rude!,1,0,0
1688,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,0,1,0
1689,@AmericanAir I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!,1,0,0
1690,@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom,1,0,0
1691,"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best.",1,0,0
1692,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp; it's now impossible! I even called.,1,0,0
1693,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?,1,0,0
1694,@AmericanAir that's what is on my ticket and my confirmation email. Anything else?,0,1,0
1695,@united be patient while I let this string of tweets go out showing people you are bad at your business,1,0,0
1696,@AmericanAir THANK YOU FOR ALL THE HELP!  :P You guys are the best.  #americanairlines #americanair,0,0,1
1697,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...,1,0,0
1698,@JetBlue Am I the only one who had to look that up? I must be getting old... #damn,1,0,0
1699,@AmericanAir they were no where to be found at Midnight Last Night! I would think the agent in LAX could have relayed that info.Bag on flt,1,0,0
1700,"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice",1,0,0
1701,@SouthwestAir I'm here @ChicagoMidway airport.  I've waited 3 hours for my bag. No one knows shit. Mgmt knows nothing.  #Very mad customer,1,0,0
1702,@united we just almost had a major accident on ua3710 ... How about passing on some information to those of us waiting on plane!!!,1,0,0
1703,@SouthwestAir  this is really unhelpful. Why can't I rebook online? http://t.co/N5O43sVl8i,1,0,0
1704,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!",1,0,0
1705,"@AmericanAir Also, been on hold for 30 minutes with your ""customer service"" to find out when my new flight is scheduled bc your site SUCKS",1,0,0
